# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 9 Manufacturer: Xiaomi Model: MI 8
# 
# Raw,ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz
# 
# Fix,Provider,Latitude,Longitude,Altitude,Speed,Accuracy,(UTC)TimeInMs
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
Raw,347399,3108000000,,,-1265453411676740538,0.0,397386.60284283495,,,0,13,0.0,17,564975,30,28.60870361328125,-38.33789108879633,0.006358933169394732,17,-92.82645207276694,0.0983263029838798,1.57542003E9,,,,1,,1,48.85938262939453,1.57542003E9
Raw,347401,3108000000,,,-1265453411676740538,0.0,397386.60284283495,,,0,15,0.0,17,253377,20,33.716556549072266,-357.1436065021026,0.0037460008170455694,17,-868.8555221016152,0.09701983680770522,1.57542003E9,,,,0,,1,48.85938262939453,1.57542003E9
Raw,347402,3108000000,,,-1265453411676740538,0.0,397386.60284283495,,,0,28,0.0,17,137909,16,36.00804901123047,111.58150882054463,0.0028773541562259197,17,420.63726017149895,0.0965855134772954,1.57542003E9,,,,0,,1,48.85938262939453,1.57542003E9
Raw,347403,3108000000,,,-1265453411676740538,0.0,397386.60284283495,,,0,30,0.0,17,34914,14,38.10066223144531,504.04244056658763,0.0022613229230046272,17,1220.1507297603157,0.09627749786068475,1.57542003E9,,,,0,,1,48.85938262939453,1.57542003E9
Raw,347404,3108000000,,,-1265453411676740538,0.0,397386.60284283495,,,0,12,0.0,17,787251,34,35.721107482910156,939.2609259799917,0.0029256795533001423,19,2919.2229579458144,0.0014628397766500711,1.60143744E9,,,,0,,3,63.903690338134766,1.60143744E9
Raw,347405,3108000000,,,-1265453411676740538,0.0,397386.60284283495,,,0,10,0.0,17,643562,16,27.511411666870117,182.62281685896835,0.7139480493664876,22,959.0061242688238,3.4028234663852886E38,1.56109798E9,,,,1,,5,61.77432632446289,1.56109798E9
Raw,347407,3108000000,,,-1265453411676740538,0.0,397386.60284283495,,,0,21,0.0,17,384775,15,28.310121536254883,244.4399536466813,0.006641703192144632,19,759.7193759338854,0.09934059475121056,1.56109798E9,,,,1,,5,61.77432632446289,1.56109798E9
Raw,348398,4108000000,,,-1265453411676740415,0.0,397392.602842835,,,0,13,0.0,17,565103,31,28.25967025756836,-37.9497215069164,0.006619663443416357,17,-130.77617357968333,0.09845666812089061,1.57542003E9,,,,1,,1,48.692569732666016,1.57542003E9
Raw,348400,4108000000,,,-1265453411676740415,0.0,397392.602842835,,,0,15,0.0,17,254564,20,33.923675537109375,-356.7886550773994,0.0036577321588993073,17,-1225.6441771790146,0.09697570247863209,1.57542003E9,,,,0,,1,48.692569732666016,1.57542003E9
Raw,348401,4108000000,,,-1265453411676740415,0.0,397392.602842835,,,0,28,0.0,17,137544,16,36.30525588989258,111.99155372957978,0.0027805643621832132,17,532.6288139010787,0.09653711858027404,1.57542003E9,,,,0,,1,48.692569732666016,1.57542003E9
Raw,348403,4108000000,,,-1265453411676740415,0.0,397392.602842835,,,0,30,0.0,17,33229,13,38.58137512207031,504.37290112080746,0.0021395720541477203,17,1724.5236308811232,0.0962166224262563,1.57542003E9,,,,0,,1,48.692569732666016,1.57542003E9
